Year,State,State Code,County,County Code,Multiple Cause of death,Multiple Cause of death Code,UCD - Drug/Alcohol Induced Cause,UCD - Drug/Alcohol Induced Cause Code,Deaths,Population,Crude Rate
2014,New Jersey,34,"Morris County, NJ",34027,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,499727,Unreliable
2014,New Jersey,34,"Morris County, NJ",34027,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,27,499727,5.4
2014,New Jersey,34,"Ocean County, NJ",34029,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,29,586301,4.9
2014,New Jersey,34,"Ocean County, NJ",34029,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,586301,Unreliable
2014,New Jersey,34,"Ocean County, NJ",34029,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,82,586301,14
2014,New Jersey,34,"Passaic County, NJ",34031,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,508856,6.1
2014,New Jersey,34,"Passaic County, NJ",34031,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,508856,Unreliable
2014,New Jersey,34,"Passaic County, NJ",34031,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,508856,3.9
2014,New Jersey,34,"Somerset County, NJ",34035,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,332568,Unreliable
2014,New Jersey,34,"Sussex County, NJ",34037,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,144909,Unreliable
2014,New Jersey,34,"Union County, NJ",34039,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,552939,3.6
2014,New Jersey,34,"Union County, NJ",34039,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,552939,Unreliable
2014,New Mexico,35,"Bernalillo County, NM",35001,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,58,675551,8.6
2014,New Mexico,35,"Bernalillo County, NM",35001,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,56,675551,8.3
2014,New Mexico,35,"Bernalillo County, NM",35001,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,675551,3.7
2014,New Mexico,35,"Bernalillo County, NM",35001,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,675551,Unreliable
2014,New Mexico,35,"Bernalillo County, NM",35001,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,160,675551,23.7
2014,New Mexico,35,"Bernalillo County, NM",35001,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,16,675551,Unreliable
2014,New Mexico,35,"Dona Ana County, NM",35013,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,213676,Unreliable
2014,New Mexico,35,"Dona Ana County, NM",35013,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,213676,14.5
2014,New Mexico,35,"Eddy County, NM",35015,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,56395,Unreliable
2014,New Mexico,35,"Lea County, NM",35025,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,69999,Unreliable
2014,New Mexico,35,"Otero County, NM",35035,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,65082,Unreliable
2014,New Mexico,35,"Rio Arriba County, NM",35039,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,39777,50.3
2014,New Mexico,35,"Rio Arriba County, NM",35039,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,39777,Unreliable
2014,New Mexico,35,"Rio Arriba County, NM",35039,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,38,39777,95.5
2014,New Mexico,35,"Sandoval County, NM",35043,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,137608,Unreliable
2014,New Mexico,35,"Sandoval County, NM",35043,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,137608,18.2
2014,New Mexico,35,"San Juan County, NM",35045,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,123785,17
2014,New Mexico,35,"Santa Fe County, NM",35049,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,148164,Unreliable
2014,New Mexico,35,"Santa Fe County, NM",35049,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,148164,Unreliable
2014,New Mexico,35,"Santa Fe County, NM",35049,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,35,148164,23.6
2014,New Mexico,35,"Valencia County, NM",35061,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,75817,Unreliable
2014,New York,36,"Albany County, NY",36001,Heroin,T40.1,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12,308171,Unreliable
2014,New York,36,"Bronx County, NY",36005,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,56,1438159,3.9
2014,New York,36,"Bronx County, NY",36005,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,1438159,1.7
2014,New York,36,"Bronx County, NY",36005,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,1438159,1.7
2014,New York,36,"Bronx County, NY",36005,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,1438159,Unreliable
2014,New York,36,"Broome County, NY",36007,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,197349,12.7
2014,New York,36,"Dutchess County, NY",36027,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,296579,6.7
2014,New York,36,"Dutchess County, NY",36027,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,296579,Unreliable
2014,New York,36,"Dutchess County, NY",36027,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,28,296579,9.4
2014,New York,36,"Erie County, NY",36029,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,38,922835,4.1
2014,New York,36,"Erie County, NY",36029,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,38,922835,4.1
2014,New York,36,"Erie County, NY",36029,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,922835,2.2
2014,New York,36,"Erie County, NY",36029,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,35,922835,3.8
2014,New York,36,"Erie County, NY",36029,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,922835,3.4
2014,New York,36,"Kings County, NY",36047,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,80,2621793,3.1
2014,New York,36,"Kings County, NY",36047,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,48,2621793,1.8
2014,New York,36,"Kings County, NY",36047,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,29,2621793,1.1
2014,New York,36,"Kings County, NY",36047,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,2621793,Unreliable
2014,New York,36,"Kings County, NY",36047,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,2621793,Unreliable
2014,New York,36,"Kings County, NY",36047,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,37,2621793,1.4
2014,New York,36,"Kings County, NY",36047,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,15,2621793,Unreliable
2014,New York,36,"Monroe County, NY",36055,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,52,749857,6.9
2014,New York,36,"Monroe County, NY",36055,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,749857,Unreliable
2014,New York,36,"Monroe County, NY",36055,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,37,749857,4.9
2014,New York,36,"Monroe County, NY",36055,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,749857,3.1
2014,New York,36,"Nassau County, NY",36059,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,57,1358627,4.2
2014,New York,36,"Nassau County, NY",36059,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,57,1358627,4.2
2014,New York,36,"Nassau County, NY",36059,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,1358627,Unreliable
2014,New York,36,"Nassau County, NY",36059,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,1358627,1.7
2014,New York,36,"Nassau County, NY",36059,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,59,1358627,4.3
2014,New York,36,"Nassau County, NY",36059,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,13,1358627,Unreliable
2014,New York,36,"New York County, NY",36061,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,54,1636268,3.3
2014,New York,36,"New York County, NY",36061,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,30,1636268,1.8
2014,New York,36,"New York County, NY",36061,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,1636268,Unreliable
2014,New York,36,"New York County, NY",36061,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,1636268,Unreliable
2014,New York,36,"New York County, NY",36061,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,19,1636268,Unreliable
2014,New York,36,"Niagara County, NY",36063,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,213525,Unreliable
2014,New York,36,"Oneida County, NY",36065,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,232871,9.4
2014,New York,36,"Oneida County, NY",36065,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,232871,Unreliable
2014,New York,36,"Oneida County, NY",36065,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,232871,Unreliable
2014,New York,36,"Onondaga County, NY",36067,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,27,468196,5.8
2014,New York,36,"Onondaga County, NY",36067,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,468196,Unreliable
2014,New York,36,"Onondaga County, NY",36067,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,468196,Unreliable
2014,New York,36,"Onondaga County, NY",36067,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,468196,6.8
2014,New York,36,"Orange County, NY",36071,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,43,376099,11.4
2014,New York,36,"Orange County, NY",36071,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,376099,5.6
2014,New York,36,"Orange County, NY",36071,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,376099,Unreliable
2014,New York,36,"Oswego County, NY",36075,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,120913,Unreliable
2014,New York,36,"Queens County, NY",36081,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,49,2321580,2.1
2014,New York,36,"Queens County, NY",36081,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,38,2321580,1.6
2014,New York,36,"Queens County, NY",36081,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,2321580,0.9
2014,New York,36,"Queens County, NY",36081,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,2321580,Unreliable
2014,New York,36,"Queens County, NY",36081,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,2321580,1
2014,New York,36,"Richmond County, NY",36085,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,33,473279,7
2014,New York,36,"Richmond County, NY",36085,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,27,473279,5.7
2014,New York,36,"Richmond County, NY",36085,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,473279,Unreliable
2014,New York,36,"Richmond County, NY",36085,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,473279,Unreliable
2014,New York,36,"Saratoga County, NY",36091,Heroin,T40.1,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11,224921,Unreliable
2014,New York,36,"Suffolk County, NY",36103,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,109,1502968,7.3
2014,New York,36,"Suffolk County, NY",36103,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,57,1502968,3.8
2014,New York,36,"Suffolk County, NY",36103,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,1502968,Unreliable
2014,New York,36,"Suffolk County, NY",36103,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,27,1502968,1.8
2014,New York,36,"Suffolk County, NY",36103,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,1502968,Unreliable
2014,New York,36,"Suffolk County, NY",36103,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,69,1502968,4.6
2014,New York,36,"Suffolk County, NY",36103,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,21,1502968,1.4
2014,New York,36,"Westchester County, NY",36119,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,38,972634,3.9
2014,New York,36,"Westchester County, NY",36119,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,972634,2.5
2014,New York,36,"Westchester County, NY",36119,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,972634,Unreliable
2014,North Carolina,37,"Brunswick County, NC",37019,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,118836,Unreliable
2014,North Carolina,37,"Buncombe County, NC",37021,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,250539,Unreliable
2014,North Carolina,37,"Burke County, NC",37023,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,89486,Unreliable
2014,North Carolina,37,"Cumberland County, NC",37051,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,326328,Unreliable
2014,North Carolina,37,"Cumberland County, NC",37051,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,326328,Unreliable
2014,North Carolina,37,"Davidson County, NC",37057,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,164072,Unreliable
2014,North Carolina,37,"Durham County, NC",37063,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,294460,Unreliable
2014,North Carolina,37,"Forsyth County, NC",37067,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,365298,5.5
2014,North Carolina,37,"Forsyth County, NC",37067,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,365298,Unreliable
2014,North Carolina,37,"Forsyth County, NC",37067,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,365298,6.3
2014,North Carolina,37,"Gaston County, NC",37071,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,211127,Unreliable
2014,North Carolina,37,"Gaston County, NC",37071,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,211127,Unreliable
2014,North Carolina,37,"Guilford County, NC",37081,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,512119,4.9
