"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"UCD - Drug/Alcohol Induced Cause"	"UCD - Drug/Alcohol Induced Cause Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error	% of Total Deaths
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	11	622104	Unreliable	0.9	3.2	0.5	Unreliable	0.8	2.7	0.5	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	12	622104	Unreliable	1.0	3.4	0.6	Unreliable	0.9	3.2	0.5	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	29	622104	4.7	3.1	6.7	0.9	4.6	3.0	6.6	0.9	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Heroin"	"T40.1"	43	622104	6.9	5.0	9.3	1.1	6.4	4.6	8.7	1.0	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	48	622104	7.7	5.7	10.2	1.1	7.5	5.5	10.0	1.1	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Methadone"	"T40.3"	31	622104	5.0	3.4	7.1	0.9	4.8	3.2	6.9	0.9	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other synthetic narcotics"	"T40.4"	10	622104	Unreliable	0.8	3.0	0.5	Unreliable	0.7	2.7	0.5	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other and unspecified narcotics"	"T40.6"	57	622104	9.2	6.9	11.9	1.2	8.2	6.2	10.7	1.1	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	16	622793	Unreliable	1.5	4.2	0.6	Unreliable	1.4	4.0	0.6	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	10	622793	Unreliable	0.8	3.0	0.5	Unreliable	0.8	3.3	0.6	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	23	622793	3.7	2.3	5.5	0.8	3.7	2.3	5.6	0.8	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Heroin"	"T40.1"	65	622793	10.4	8.1	13.3	1.3	10.2	7.8	13.1	1.3	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	69	622793	11.1	8.6	14.0	1.3	10.5	8.1	13.4	1.3	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Methadone"	"T40.3"	40	622793	6.4	4.6	8.7	1.0	5.8	4.1	8.0	1.0	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other synthetic narcotics"	"T40.4"	54	622793	8.7	6.5	11.3	1.2	8.2	6.1	10.8	1.1	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other and unspecified narcotics"	"T40.6"	45	622793	7.2	5.3	9.7	1.1	7.0	5.1	9.5	1.1	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	10	622793	Unreliable	0.8	3.0	0.5	Unreliable	0.7	3.1	0.5	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	14	621849	Unreliable	1.2	3.8	0.6	Unreliable	1.2	3.8	0.6	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	21	621849	3.4	2.1	5.2	0.7	3.3	2.0	5.1	0.7	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	26	621849	4.2	2.7	6.1	0.8	3.8	2.4	5.6	0.8	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	20	621849	3.2	2.0	5.0	0.7	3.1	1.8	4.8	0.7	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	61	621849	9.8	7.5	12.6	1.3	9.3	7.1	12.1	1.2	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Heroin"	"T40.1"	86	621849	13.8	11.1	17.1	1.5	13.2	10.5	16.4	1.5	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	76	621849	12.2	9.6	15.3	1.4	12.0	9.4	15.1	1.4	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Methadone"	"T40.3"	46	621849	7.4	5.4	9.9	1.1	7.0	5.1	9.5	1.1	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other synthetic narcotics"	"T40.4"	81	621849	13.0	10.3	16.2	1.4	11.9	9.4	14.9	1.4	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other and unspecified narcotics"	"T40.6"	54	621849	8.7	6.5	11.3	1.2	8.5	6.3	11.2	1.2	0.0%
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	20	621849	3.2	2.0	5.0	0.7	3.0	1.8	4.7	0.7	0.0%
	"Massachusetts"	"25"	"Barnstable County, MA"	"25001"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified narcotics"	"T40.6"	21	214990	9.8	6.0	14.9	2.1	13.0	7.8	20.3	3.0	0.0%
	"Massachusetts"	"25"	"Barnstable County, MA"	"25001"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	13	214914	Unreliable	3.2	10.3	1.7	Unreliable	4.7	15.1	2.5	0.0%
	"Massachusetts"	"25"	"Barnstable County, MA"	"25001"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified narcotics"	"T40.6"	30	214914	14.0	9.4	19.9	2.5	18.3	12.1	26.4	3.5	0.0%
	"Massachusetts"	"25"	"Barnstable County, MA"	"25001"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	14	214333	Unreliable	3.6	11.0	1.7	Unreliable	4.0	13.4	2.2	0.0%
	"Massachusetts"	"25"	"Barnstable County, MA"	"25001"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	42	214333	19.6	14.1	26.5	3.0	27.7	19.7	37.9	4.4	0.0%
	"Massachusetts"	"25"	"Barnstable County, MA"	"25001"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified narcotics"	"T40.6"	31	214333	14.5	9.8	20.5	2.6	18.6	12.3	27.1	3.6	0.0%
	"Massachusetts"	"25"	"Berkshire County, MA"	"25003"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	11	129585	Unreliable	4.2	15.2	2.6	Unreliable	4.5	17.2	2.9	0.0%
	"Massachusetts"	"25"	"Berkshire County, MA"	"25003"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	13	128715	Unreliable	5.4	17.3	2.8	Unreliable	7.5	24.1	4.0	0.0%
	"Massachusetts"	"25"	"Berkshire County, MA"	"25003"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	14	127828	Unreliable	6.0	18.4	2.9	Unreliable	6.5	20.8	3.3	0.0%
	"Massachusetts"	"25"	"Berkshire County, MA"	"25003"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified narcotics"	"T40.6"	11	127828	Unreliable	4.3	15.4	2.6	Unreliable	3.8	14.7	2.5	0.0%
	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	11	552780	Unreliable	1.0	3.6	0.6	Unreliable	1.0	3.7	0.6	0.0%
	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	17	552780	Unreliable	1.8	4.9	0.7	Unreliable	1.7	4.8	0.7	0.0%
	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	16	552780	Unreliable	1.7	4.7	0.7	Unreliable	1.6	4.6	0.7	0.0%
	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	16	552780	Unreliable	1.7	4.7	0.7	Unreliable	1.8	5.1	0.8	0.0%
	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified narcotics"	"T40.6"	67	552780	12.1	9.4	15.4	1.5	12.6	9.7	16.0	1.6	0.0%
	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	13	554194	Unreliable	1.2	4.0	0.7	Unreliable	1.3	4.3	0.7	0.0%
	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	16	554194	Unreliable	1.7	4.7	0.7	Unreliable	1.6	4.8	0.7	0.0%
	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	68	554194	12.3	9.5	15.6	1.5	12.8	9.9	16.2	1.6	0.0%
	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified narcotics"	"T40.6"	76	554194	13.7	10.8	17.2	1.6	13.8	10.8	17.4	1.6	0.0%
	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	15	554194	Unreliable	1.5	4.5	0.7	Unreliable	1.2	3.7	0.6	0.0%
	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	24	556772	4.3	2.8	6.4	0.9	4.4	2.8	6.6	0.9	0.0%
	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	13	556772	Unreliable	1.2	4.0	0.6	Unreliable	1.3	4.3	0.7	0.0%
	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	88	556772	15.8	12.7	19.5	1.7	17.1	13.6	21.1	1.8	0.1%
	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified narcotics"	"T40.6"	77	556772	13.8	10.9	17.3	1.6	14.9	11.7	18.7	1.7	0.0%
	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	11	556772	Unreliable	1.0	3.5	0.6	Unreliable	0.9	3.1	0.5	0.0%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	33	762550	4.3	3.0	6.1	0.8	4.7	3.2	6.6	0.8	0.0%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	17	762550	Unreliable	1.3	3.6	0.5	Unreliable	1.3	3.7	0.6	0.0%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	11	762550	Unreliable	0.7	2.6	0.4	Unreliable	0.8	2.8	0.5	0.0%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	12	762550	Unreliable	0.8	2.7	0.5	Unreliable	0.9	2.9	0.5	0.0%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified narcotics"	"T40.6"	45	762550	5.9	4.3	7.9	0.9	6.2	4.5	8.3	0.9	0.0%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	11	762550	Unreliable	0.7	2.6	0.4	Unreliable	0.6	2.4	0.4	0.0%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	76	769091	9.9	7.8	12.4	1.1	10.9	8.5	13.7	1.3	0.0%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	26	769091	3.4	2.2	5.0	0.7	3.7	2.4	5.4	0.7	0.0%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	18	769091	Unreliable	1.4	3.7	0.6	Unreliable	1.3	3.7	0.6	0.0%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	63	769091	8.2	6.3	10.5	1.0	9.0	6.9	11.6	1.2	0.0%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified narcotics"	"T40.6"	58	769091	7.5	5.7	9.7	1.0	8.1	6.1	10.5	1.1	0.0%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	85	776043	11.0	8.7	13.5	1.2	12.1	9.6	15.0	1.3	0.0%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	23	776043	3.0	1.9	4.4	0.6	3.2	2.0	4.9	0.7	0.0%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	11	776043	Unreliable	0.7	2.5	0.4	Unreliable	0.7	2.6	0.4	0.0%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	145	776043	18.7	15.6	21.7	1.6	20.5	17.1	23.9	1.7	0.1%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified narcotics"	"T40.6"	48	776043	6.2	4.6	8.2	0.9	7.1	5.2	9.4	1.0	0.0%
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	16	776043	Unreliable	1.2	3.3	0.5	Unreliable	1.3	3.7	0.6	0.0%
	"Massachusetts"	"25"	"Franklin County, MA"	"25011"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	10	70601	Unreliable	6.8	26.0	4.5	Unreliable	7.0	29.0	5.0	0.0%
	"Massachusetts"	"25"	"Hampden County, MA"	"25013"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	27	467319	5.8	3.8	8.4	1.1	6.2	4.1	9.1	1.2	0.0%
	"Massachusetts"	"25"	"Hampden County, MA"	"25013"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	17	467319	Unreliable	2.1	5.8	0.9	Unreliable	2.1	5.9	0.9	0.0%
	"Massachusetts"	"25"	"Hampden County, MA"	"25013"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified narcotics"	"T40.6"	26	467319	5.6	3.6	8.2	1.1	5.7	3.7	8.5	1.2	0.0%
	"Massachusetts"	"25"	"Hampden County, MA"	"25013"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	11	467319	Unreliable	1.2	4.2	0.7	Unreliable	1.1	4.2	0.7	0.0%
	"Massachusetts"	"25"	"Hampden County, MA"	"25013"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	32	468161	6.8	4.7	9.6	1.2	7.1	4.8	10.0	1.3	0.0%
	"Massachusetts"	"25"	"Hampden County, MA"	"25013"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified narcotics"	"T40.6"	16	468161	Unreliable	2.0	5.6	0.9	Unreliable	1.9	5.5	0.8	0.0%
	"Massachusetts"	"25"	"Hampden County, MA"	"25013"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	55	470690	11.7	8.8	15.2	1.6	13.1	9.8	17.2	1.8	0.0%
	"Massachusetts"	"25"	"Hampden County, MA"	"25013"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	19	470690	Unreliable	2.4	6.3	0.9	Unreliable	2.7	7.2	1.1	0.0%
	"Massachusetts"	"25"	"Hampden County, MA"	"25013"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	28	470690	5.9	4.0	8.6	1.1	6.8	4.5	9.9	1.3	0.0%
	"Massachusetts"	"25"	"Hampden County, MA"	"25013"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified narcotics"	"T40.6"	30	470690	6.4	4.3	9.1	1.2	7.1	4.7	10.1	1.3	0.0%
	"Massachusetts"	"25"	"Hampshire County, MA"	"25015"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	12	159596	Unreliable	3.9	13.1	2.2	Unreliable	4.0	15.2	2.6	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	51	1552802	3.3	2.4	4.3	0.5	3.3	2.5	4.4	0.5	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	25	1552802	1.6	1.0	2.4	0.3	1.6	1.0	2.3	0.3	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	11	1552802	Unreliable	0.4	1.3	0.2	Unreliable	0.3	1.2	0.2	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	13	1552802	Unreliable	0.4	1.4	0.2	Unreliable	0.4	1.4	0.2	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified narcotics"	"T40.6"	66	1552802	4.3	3.3	5.4	0.5	4.2	3.3	5.4	0.5	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	14	1552802	Unreliable	0.5	1.5	0.2	Unreliable	0.4	1.3	0.2	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	105	1570315	6.7	5.4	8.0	0.7	6.5	5.3	7.8	0.6	0.1%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	30	1570315	1.9	1.3	2.7	0.3	1.9	1.2	2.7	0.3	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	14	1570315	Unreliable	0.5	1.5	0.2	Unreliable	0.5	1.4	0.2	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	97	1570315	6.2	5.0	7.5	0.6	6.0	4.8	7.3	0.6	0.1%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified narcotics"	"T40.6"	94	1570315	6.0	4.8	7.3	0.6	5.9	4.7	7.2	0.6	0.1%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	109	1585139	6.9	5.6	8.2	0.7	6.7	5.4	8.0	0.7	0.1%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	54	1585139	3.4	2.6	4.4	0.5	3.2	2.4	4.2	0.4	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	16	1585139	Unreliable	0.6	1.6	0.3	Unreliable	0.5	1.6	0.2	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	192	1585139	12.1	10.4	13.8	0.9	12.0	10.3	13.7	0.9	0.1%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified narcotics"	"T40.6"	86	1585139	5.4	4.3	6.7	0.6	5.2	4.2	6.4	0.6	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	15	1585139	Unreliable	0.5	1.6	0.2	Unreliable	0.5	1.5	0.2	0.0%
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	16	1585139	Unreliable	0.6	1.6	0.3	Unreliable	0.5	1.5	0.2	0.0%
	"Massachusetts"	"25"	"Norfolk County, MA"	"25021"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	30	687802	4.4	2.9	6.2	0.8	4.5	3.0	6.4	0.8	0.0%
	"Massachusetts"	"25"	"Norfolk County, MA"	"25021"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	13	687802	Unreliable	1.0	3.2	0.5	Unreliable	1.0	3.3	0.5	0.0%
